filename	event_labels
IHaKrc88v7E_0_10	Speech,Dog
J3XuOGTs5_0_30_40	Speech,Dog
IeKnYznaFWE_10_20	Motorcycle,Speech
9cTN8rkA-oY_30_40	Speech,Baby_cry_infant_cry
M1WL5qw465c_30_40	Violin_fiddle,Speech
OQJCaaOnWbs_130_140	Speech,Clapping
5rq2cNIJjDY_100_110	Blender,Speech
CRgc8qLuof8_30_40	Violin_fiddle,Speech
MVkRUEdOqF4_30_40	Cello,Speech
-9sT6kiQqOg_70_80	Speech,Car
CfIYd5vDrMg_50_60	Speech,Dog
Fnv25w7Msfk_310_320	Cheering,Speech
Nmo8Y-EaJGg_30_40	Violin_fiddle,Speech
D9EnXMToTMw_190_200	Helicopter,Speech
DUev5O2BQuY_20_30	Cat,Speech
EenpYG84lgo_0_10	Speech,Dog
9j_k2LYYWAA_40_50	Speech,Accordion
MB_JRrcusxU_30_40	Violin_fiddle,Speech
LrpRxKKzKgU_360_370	Basketball_bounce,Speech
H9fdW3cRBoo_18_28	Speech,Dog
9ffzknd77V0_80_90	Speech,Dog
GSGB4Ta67LI_0_10	Speech,Dog
CVzZO_5AfKg_30_40	Telephone_bell_ringing,Speech
0g8d4MveZyM_30_40	Speech,Car
OS8JAroX8Qg_30_40	Speech,Dog
EqJWJaE22kQ_30_40	Speech,Vacuum_cleaner
D7yD6W8jqo4_30_40	Chainsaw,Speech
N9-uDmwv81g_70_80	Speech,Baby_cry_infant_cry
6ZItiwdcRJY_80_90	Blender,Speech
1BScYBNc6MA_50_60	Speech,Frying_(food)
Fc9v0QubqQ0_80_90	Helicopter,Speech
H5MRGb0ndog_30_40	Speech,Fire_alarm
K3P_eUkk8_s_30_40	Speech,Frying_(food)
Eyd40BcN0kk_330_340	Cheering,Speech
0_Jhvi8PQR8_20_30	Speech,Vacuum_cleaner
OzYXoRCmsN0_120_130	Acoustic_guitar,Speech
KSnJhRwd8B0_200_210	Singing,Speech
F3CQ1-db_Nk_20_30	Singing,Speech
GLhRaC40WMk_30_40	Chicken_rooster,Speech
BKnuN5hoZnM_40_50	Basketball_bounce,Speech
KH0nzfveNM8_40_50	Cheering,Speech
G9s_EoWy12A_0_10	Basketball_bounce,Speech
DJSzpi8Hnw4_270_280	Singing,Speech
10khlGmxNsE_30_40	Speech,Car
7UL1Xxg_-uA_170_180	Basketball_bounce,Speech
FDUzYV_btqY_0_10	Motorcycle,Speech
DB6CZB7mWCs_580_590	Speech,Dog
BsnT7O-Qdc8_340_350	Basketball_bounce,Speech
C7VxgdEMKcA_40_50	Basketball_bounce,Speech
2U62puSGwOA_230_240	Blender,Speech
OuttTf98jVg_350_360	Motorcycle,Speech
9zlR2K3JCnY_180_190	Speech,Frying_(food)
IPFoC5PngdQ_40_50	Motorcycle,Speech
AUnwL_kJrwM_30_40	Singing,Speech
9gYp3dJqUoU_20_30	Acoustic_guitar,Speech
LKhWFXMfreU_200_210	Blender,Speech
LK46-nRA76o_0_10	Basketball_bounce,Speech
N3xgCbEmg88_260_270	Speech,Dog
KqhSd3IcrWI_570_580	Speech,Frying_(food)
B8BRa9ffT9o_30_40	Cheering,Speech
OfTzsoEaUNM_200_210	Speech,Dog
AeVM0K5VHYI_30_40	Speech,Baby_laughter
OpwDe5dv9Qs_390_400	Speech,Clapping
CSde9RXExLM_30_40	Violin_fiddle,Speech
Mx7Uy8OIm9A_30_40	Violin_fiddle,Speech
GIXqDQsEW2o_30_40	Violin_fiddle,Speech
GyU9ZtJp8bs_120_130	Speech,Clapping
Ok4R_Hk2VsI_30_40	Speech,Dog
FQvNapRP8PU_42_52	Helicopter,Speech
FZyaYGxcU-I_0_10	Singing,Speech
NbR1RNT0x84_10_20	Chainsaw,Speech
FNMZw8g1KSE_260_270	Violin_fiddle,Speech
M2JdftDKxcE_380_390	Acoustic_guitar,Speech
Mc2dxcD-9QU_500_510	Acoustic_guitar,Speech
Fmve8Jp4BbE_30_40	Violin_fiddle,Speech
LB_2dC0tI4k_0_10	Motorcycle,Speech
Gm9B_SK5-7E_120_130	Speech,Dog
HpiMHNHNcSg_30_40	Helicopter,Speech
OSSa7XnAxkk_340_350	Acoustic_guitar,Speech
AVYc1H_cJQs_30_40	Acoustic_guitar,Speech
3GDDxLzZjwI_30_40	Cheering,Speech
Lg18iOhg0VE_20_30	Speech,Dog
IB2YDmEtKPo_170_180	Helicopter,Speech
1JXbj4RLpew_200_210	Speech,Frying_(food)
L6yjOsR-1hY_22_32	Violin_fiddle,Speech
DRK77_RkRfQ_30_40	Violin_fiddle,Speech
L579ftMSPUE_70_80	Cheering,Speech
GmVUrqWgRgo_0_10	Cat,Speech
O1mroidqMsY_70_80	Telephone_bell_ringing,Speech
LD5mxqh3hsE_90_100	Singing,Speech
NE2Ymihq0jo_25_35	Violin_fiddle,Speech
0QGOjPiPAnw_70_80	Speech,Car
Ot0DtNVMkFU_90_100	Chicken_rooster,Speech
IaAaYoXjbKQ_150_160	Speech,Dog
Fb3KgR8k890_30_40	Chicken_rooster,Speech
0TmULIZ1u6o_30_40	Speech,Car
8wFeTA5EI6U_510_520	Speech,Fire_alarm
JcdZtci-4sE_50_60	Helicopter,Speech
1Y1n7j9ZH4E_30_40	Speech,Car
EDOVSgpdS2Q_30_40	Speech,Baby_cry_infant_cry
EYcC5CJbdyE_120_130	Singing,Speech
CSVQcod3ilA_0_10	Speech,Dog
6Jls8goVRuU_20_30	Basketball_bounce,Speech
BOQb73P1z-8_30_40	Violin_fiddle,Speech
F3k_H2PqZGQ_13_23	Chicken_rooster,Speech
K_3iegkBNSE_20_30	Chicken_rooster,Speech
BDduRe11_wo_30_40	Helicopter,Speech
HadglpCtAzg_80_90	Basketball_bounce,Speech
NumGFFPNito_20_30	Singing,Speech
6WctaBD7JP0_90_100	Speech,Baby_laughter
K9IpuP-l4QA_140_150	Singing,Speech
3NuYzaaGl2k_80_90	Speech,Clapping
NhICU7yddyA_110_120	Speech,Fire_alarm
8DpIggyByRk_190_200	Basketball_bounce,Speech
3lImiupWJ-g_10_20	Blender,Speech
A0ccmDqIIpY_390_400	Speech,Dog
IvJWW8iG0Ps_240_250	Lawn_mower,Speech
9qDCmQH3JuA_160_170	Singing,Speech
EhkljZECntA_10_20	Motorcycle,Speech
1QT_qLeT1hk_30_40	Speech,Car
O45_E9hkgLk_110_120	Basketball_bounce,Speech
LlUFWlr7Tv8_30_40	Violin_fiddle,Speech
FjLrVethvZY_190_200	Speech,Frying_(food)
DAPsTNTPi3M_30_40	Violin_fiddle,Speech
1D4k4wLh1Cc_28_38	Speech,Car
G9bC7j-d7ws_10_20	Speech,Dog
HKs0n5iZHII_30_40	Violin_fiddle,Speech
-2gkzyxwQvY_30_40	Speech,Car
D6ymd0YyWGI_30_40	Motorcycle,Speech
KibkO30TIGQ_30_40	Speech,Dog
69HgDj5ObUE_380_390	Blender,Speech
EbXI2P9W0kI_310_320	Singing,Speech
Ee_Q7WdmXjM_530_540	Acoustic_guitar,Speech
67Ika3reFWg_10_20	Banjo,Speech
OvkfEys-rcc_110_120	Motorcycle,Speech
GGWYuNm6U1I_0_10	Cheering,Speech
MjS47b1sGss_30_40	Violin_fiddle,Speech
KveRsQDQ_aI_10_20	Speech,Dog
LP0ga7TwXco_220_230	Speech,Clapping
BCVgtW_1Aoc_30_40	Lawn_mower,Speech
Awwp-dndDxI_70_80	Motorcycle,Speech
J27n-YMINIY_230_240	Motorcycle,Speech
BA-lFjpzad4_30_40	Motorcycle,Speech
MIJXWG9Cc1s_0_10	Basketball_bounce,Speech
AVBCKvsOeX4_0_10	Chicken_rooster,Speech
7kXTvZGbCy8_190_200	Basketball_bounce,Speech
1BDiUzt9KhM_30_40	Speech,Car
IdHSpNlYFmY_110_120	Chicken_rooster,Speech
O07eunsh86M_30_40	Motorcycle,Speech
J28lUzAoo84_140_150	Blender,Speech
MwD5bm51e04_390_400	Acoustic_guitar,Speech
F8JE5w33QqE_30_40	Cat,Speech
JFMc4c6AVh8_10_20	Speech,Frying_(food)
1eKIeNWjgnw_0_10	Speech,Car
AGzLh_SPaqE_30_40	Violin_fiddle,Speech
1GYMPLe1Wiw_210_220	Speech,Car
OmzHl925yrk_90_100	Basketball_bounce,Speech
Ggt790dhG-8_160_170	Helicopter,Speech
Iiqgc6jrN6o_260_270	Violin_fiddle,Speech
FawL64VIKvg_30_40	Violin_fiddle,Speech
Jv8AIJVgpTs_10_20	Singing,Speech
H0yzZxtOPMM_20_30	Singing,Speech
AqHDvfZvFqo_30_40	Speech,Baby_cry_infant_cry
AZozU6f3X-M_160_170	Acoustic_guitar,Speech
9gOhgjgKcbs_230_240	Singing,Speech
K2Fj25gF1hA_270_280	Basketball_bounce,Speech
B4iHlTRS4LY_90_100	Speech,Baby_laughter
I8WTwbL5trw_80_90	Speech,Fire_alarm
CCv_30jhKjc_30_40	Cheering,Speech
JCXAPeqwN78_10_20	Basketball_bounce,Speech
GkYyyw_OXbE_30_40	Violin_fiddle,Speech
0NJLd81VMGs_21_31	Speech,Car
IGfKHs4ohTo_160_170	Basketball_bounce,Speech
IQWW5PdyzhM_30_40	Violin_fiddle,Speech
ElglgdP8Xdg_30_40	Chicken_rooster,Speech
JpXYuQjIlCw_20_30	Basketball_bounce,Speech
JjwV5fwGU9A_150_160	Speech,Dog
MMFN1R8EeOs_0_10	Cat,Speech
0u_Vnb_8Sp8_530_540	Blender,Speech
NoOEjmc6mBA_0_10	Speech,Baby_laughter
49C15x4FItg_200_210	Speech,Vacuum_cleaner
Aa1I_pp4Jdw_30_40	Acoustic_guitar,Speech
BYurVrH7JMc_90_100	Singing,Speech
CNjtu3LOWeM_120_130	Speech,Dog
MqwBmx8LKIg_410_420	Blender,Speech
6blhNMePVcg_30_40	Cheering,Speech
EmpMRPKfvU8_30_40	Chicken_rooster,Speech
MKfRN2u_T9Y_30_40	Violin_fiddle,Speech
OZNeAneWk7k_30_40	Violin_fiddle,Speech
9focJCYeoGI_40_50	Acoustic_guitar,Speech
1PrfFQL2vF8_70_80	Speech,Car
IV_-oFfcC9w_50_60	Speech,Dog
GUFmvcfKmAs_160_170	Acoustic_guitar,Speech
DifvlfXhV58_210_220	Speech,Dog
Fk2WtPO-GOg_30_40	Violin_fiddle,Speech
HSkqFeQFAxg_10_20	Cat,Speech
OiuHkXGhX20_30_40	Speech,Dog
CglrQQudK2o_190_200	Helicopter,Speech
8aW2zmJ23L8_20_30	Blender,Speech
IT8clMMOlmY_30_40	Cheering,Speech
GHoY5KCaqjA_20_30	Motorcycle,Speech
Lgk8Z300yak_470_480	Acoustic_guitar,Speech
HQXEwZ0-330_10_20	Singing,Speech
BxrVslpSd3k_30_40	Basketball_bounce,Speech
O6hCAPRGdwQ_40_50	Acoustic_guitar,Speech
JmURzjwIjcM_30_40	Violin_fiddle,Speech
KzMfkq5asSo_590_600	Telephone_bell_ringing,Speech
BXmugBgPWcA_30_40	Speech,Dog
LsO4j7djRK0_280_290	Motorcycle,Speech
ETdVJjLCU5w_420_430	Acoustic_guitar,Speech
2YOqcc25y1g_30_40	Speech,Car
A0bmJCe7zbg_30_40	Helicopter,Speech
NLXrnaf-xy4_140_150	Motorcycle,Speech
FX84jX1I2nk_370_380	Singing,Speech
GS07ML0ljnU_80_90	Singing,Speech
8UnomzXxfPg_10_20	Basketball_bounce,Speech
NMp1T_sMjzw_440_450	Singing,Speech
NNWyVOAz6TE_120_130	Motorcycle,Speech
NVFiSV9HuVE_90_100	Telephone_bell_ringing,Speech
5lpDTTFgpXY_30_40	Cheering,Speech
DOLILgQatXA_30_40	Violin_fiddle,Speech
K1tK9UYtYxg_230_240	Chainsaw,Speech
E2lIuJD2ybY_100_110	Singing,Speech
16yPUUx9wy0_30_40	Speech,Car
ORTFLgvzb_Y_25_35	Violin_fiddle,Speech
3hloI97sOEk_580_590	Basketball_bounce,Speech
9lzAuZ1idkE_30_40	Violin_fiddle,Speech
MjLJ0BBWVNk_180_190	Motorcycle,Speech
JElBBtRsYxs_30_40	Speech,Baby_cry_infant_cry
GdsnVX7DxpQ_30_40	Telephone_bell_ringing,Speech
1FfqCXBzDG4_30_40	Speech,Car
KrY162skew0_80_90	Speech,Dog
08sxCjisOcw_30_40	Lawn_mower,Speech
CkLTmB0OGXA_20_30	Singing,Speech
4i-fCBvn6tc_170_180	Basketball_bounce,Speech
9ExOPfJaOA4_30_40	Cheering,Speech
FfL1nTnL8xw_160_170	Speech,Vacuum_cleaner
OCfxrF5Kkzk_30_40	Violin_fiddle,Speech
2YZHJOLuA8o_220_230	Speech,Frying_(food)
H-OFatjpRJE_30_40	Violin_fiddle,Speech
90-X2HBXZsg_90_100	Speech,Baby_laughter
AT7Ko6gW86g_0_10	Chainsaw,Speech
P-gTAbuJxdw_30_40	Helicopter,Speech
AigOb16Rxg0_30_40	Violin_fiddle,Speech
3dbYLO6rYrI_130_140	Banjo,Speech
8kQ74WtWhl0_250_260	Basketball_bounce,Speech
GljyKByxlrs_40_50	Speech,Dog
DUlSYeZJfmc_0_10	Singing,Speech
3y48naowQP4_130_140	Lawn_mower,Speech
0EwHalikXO8_250_260	Speech,Car
JCs5LPZMITo_150_160	Singing,Speech
-1hvn3ZCTAU_0_10	Telephone_bell_ringing,Speech
KelCjajCrFg_0_10	Violin_fiddle,Speech
05LcwxlT-7M_4_14	Speech,Car
N_PBODFyiFc_20_30	Speech,Vacuum_cleaner
9k3w0y4zNqE_30_40	Acoustic_guitar,Speech
Aam8DwG8VG4_10_20	Motorcycle,Speech
IGy494suXvQ_30_40	Singing,Speech
1bZpWHjMY2c_30_40	Speech,Car
GWsIXl4rkfA_100_110	Speech,Dog
DFrFxjlhvco_220_230	Helicopter,Speech
2Thno1JQTBA_0_10	Lawn_mower,Speech
KwR1WHzSVpk_450_460	Speech,Vacuum_cleaner
1X3ab9ycVL0_130_140	Speech,Frying_(food)
BDGpC-SWuz0_0_10	Helicopter,Speech
Cqyj56duY8U_30_40	Violin_fiddle,Speech
D8uz2CFr7ls_160_170	Speech,Vacuum_cleaner
Ce6PfY9hMD4_10_20	Motorcycle,Speech
FHl__Z4J3to_400_410	Speech,Dog
MUPn4gr56HY_30_40	Speech,Baby_cry_infant_cry
MAi4nKCWsh4_30_40	Speech,Frying_(food)
CoAR0X6WXnY_30_40	Speech,Baby_cry_infant_cry
IAg2N-wKoXI_120_130	Chainsaw,Speech
Evjwa7XFE5w_550_560	Helicopter,Speech
HViopscvpFI_70_80	Basketball_bounce,Speech
CDfF7CTQDMM_30_40	Violin_fiddle,Speech
KGHW-BOlaG8_50_60	Helicopter,Speech
OSKgupt60as_140_150	Speech,Dog
Onh7HBxO8w4_40_50	Singing,Speech
AdBrAlg2WT8_30_40	Motorcycle,Speech
NSYbIhzpXeY_30_40	Acoustic_guitar,Speech
LcOMK9p9CZE_30_40	Speech,Dog
44I2DWlnzZA_30_40	Lawn_mower,Speech
FzJWcwbfseQ_400_410	Acoustic_guitar,Speech
CMwg5-CZseI_180_190	Speech,Fire_alarm
JuVhLib9p0Y_120_130	Chicken_rooster,Speech
Hi62hRSZ6o0_50_60	Singing,Speech
6PXWSWX3YDw_500_510	Cheering,Speech
NYr66bR48dQ_260_270	Acoustic_guitar,Speech
FQqwy9PPhX4_60_70	Basketball_bounce,Speech
OEjdKzqDKV0_100_110	Acoustic_guitar,Speech
BtYA4jmNUDc_30_40	Acoustic_guitar,Speech
MjCDF8jIcaE_0_10	Singing,Speech
BS55xq-uzJs_30_40	Violin_fiddle,Speech
Bnit4ge-28g_30_40	Violin_fiddle,Speech
C3Z_weErtF0_60_70	Speech,Dog
AyKvwiYNq6c_30_40	Lawn_mower,Speech
K1JT6mAhsZE_40_50	Singing,Speech
BLynFLwUswA_10_20	Telephone_bell_ringing,Speech
EFvio01Wxb4_30_40	Violin_fiddle,Speech
0xJh_gDz_BM_30_40	Speech,Frying_(food)
MXyYgVb6NxI_450_460	Chicken_rooster,Speech
IWdhH5_-6TI_0_10	Chicken_rooster,Speech
3IP9OzLbC70_30_40	Speech,Car
ItOOgJm6uRk_30_40	Speech,Baby_cry_infant_cry
Lb_6YTuMg-A_250_260	Cat,Speech
AO9VuwxTq8w_290_300	Cello,Speech
CIHeWEyXlBo_380_390	Blender,Speech
GYp54RsGp04_50_60	Cat,Speech
JF1loyXZL8s_30_40	Chainsaw,Lawn_mower,Speech
Hg4a-mx3HeI_90_100	Speech,Dog
LAfuxsI0uXE_60_70	Acoustic_guitar,Speech
NJ9NYYJF6Gc_30_40	Speech,Baby_cry_infant_cry
Hr8etqij5vc_16_26	Speech,Dog
JKAc6LSRIv0_180_190	Singing,Speech
IHSE1yG6J0s_30_40	Violin_fiddle,Speech
KNXsJI31PU4_30_40	Violin_fiddle,Speech
Cow-fmkUM_Y_0_10	Speech,Dog
EShnDrv7ecw_300_310	Speech,Dog
BUjkMbeVfps_170_180	Speech,Dog
6j4AVcAdhEg_40_50	Speech,Frying_(food)
LoC1vjoGoyo_30_40	Violin_fiddle,Speech
C4iYyCA9nSw_60_70	Singing,Speech
1U6iMCFXAlc_150_160	Chainsaw,Speech
2YOCkd1aJ2c_30_40	Speech,Car
7dpH9pB1mHM_50_60	Lawn_mower,Speech
9a8kPEKfK2k_180_190	Basketball_bounce,Speech
Gl70DwG-qWU_30_40	Speech,Baby_cry_infant_cry
BGxO2zGGWZE_30_40	Speech,Baby_cry_infant_cry
AVUPw5Fu5dI_30_40	Singing,Speech
MIJQEKaQibI_30_40	Speech,Dog
0QYfEwmJP2w_30_40	Speech,Car
CCtRC-3Dk6o_20_30	Motorcycle,Speech
IiXD5yBADE4_210_220	Speech,Frying_(food)
AEl5eOZ8WV8_60_70	Speech,Dog
LOgMY4-PuXQ_240_250	Singing,Speech
NWe1JrEOgSw_0_10	Cat,Speech
DX0QuJ3pteo_10_20	Speech,Dog
BS_fVZT5gbU_0_10	Speech,Dog
JEyvZDetyc0_170_180	Singing,Speech
BkQqpSyhpsc_10_20	Basketball_bounce,Speech
BpKeFMrTops_0_10	Speech,Dog
KGl95MApWkg_30_40	Violin_fiddle,Speech
L0-UjUto2_8_17_27	Violin_fiddle,Speech
NnzDnFCgu2A_20_30	Singing,Speech
BcWaoTFPmfU_100_110	Motorcycle,Speech
EyQLIRDk7yo_80_90	Speech,Frying_(food)
FSWiTfxy6fE_30_40	Banjo,Speech
BJOzwr7dqhU_80_90	Singing,Speech
N_yYM1bmV00_70_80	Speech,Fire_alarm
GiVztSQ41K0_170_180	Basketball_bounce,Speech
IZww7n5lJ_o_26_36	Speech,Baby_cry_infant_cry
9cfa2HecS_Q_20_30	Acoustic_guitar,Speech
KSz-4g901cY_220_230	Chainsaw,Speech
CXH2MYOjgm4_420_430	Cheering,Speech
MF0BY08MgxQ_420_430	Motorcycle,Speech
NthIhmXQHM4_140_150	Speech,Fire_alarm
OjgZnWSlCz0_30_40	Violin_fiddle,Speech
BUGTORvQdUI_30_40	Singing,Speech
AA6GYNHPW04_70_80	Speech,Baby_laughter
CxJ65abPAUg_90_100	Speech,Clapping
Dd8yNl8wif0_30_40	Basketball_bounce,Speech
4UIvxb4Yr2U_0_10	Basketball_bounce,Speech
DyZPHkcNfyE_60_70	Helicopter,Speech
0UDnc87cZSU_10_20	Basketball_bounce,Speech
KPBGk9gMTBc_0_10	Singing,Speech
KukIUT-Uss4_90_100	Basketball_bounce,Speech
EI3Ri56MaGE_30_40	Violin_fiddle,Speech
JufyJHKA2Ls_20_30	Chicken_rooster,Speech
JSkrcOCloDI_30_40	Cheering,Speech,Clapping
OqxiBjm8vKk_20_30	Singing,Speech
O2nJaOiRl8I_230_240	Blender,Speech
16fkNUL6ByY_30_40	Speech,Car
B4ydeT-_2pY_420_430	Motorcycle,Speech
13QhOWzVbPg_140_150	Banjo,Speech
EwSMNF75MmQ_320_330	Singing,Speech
-3qGt7eDqMU_24_34	Speech,Car
LKaSVqcWi5c_90_100	Cheering,Speech
Cd0tMAtjOCc_40_50	Speech,Dog
GihlVm6jC1g_20_30	Speech,Dog
AFc9kHV8agw_60_70	Speech,Dog
Dspc1iHcT1c_80_90	Singing,Speech
-7AQsUscOCI_9_19	Speech,Car
5icZZe-z7G8_20_30	Cheering,Speech
Cxe11hqO8xM_40_50	Singing,Speech
BIhsSkg0V8A_140_150	Motorcycle,Speech
OhZVsv0N53s_30_40	Speech,Dog
O5mj3-hj4Q8_10_20	Speech,Dog
7D_0HDnGmWQ_90_100	Basketball_bounce,Speech
HMso7tPFFdM_130_140	Speech,Frying_(food)
JBqV7QXHcrQ_0_10	Speech,Dog
AZUjE-zdOQ0_22_32	Motorcycle,Speech
2nB7Iz7XCUg_170_180	Cheering,Speech
NQw5F7Cxipo_30_40	Violin_fiddle,Speech
O-IAj6m82H8_310_320	Singing,Speech
CnrFcasxKkY_110_120	Speech,Fire_alarm
JUfdsXDHUGc_30_40	Violin_fiddle,Speech
1gr1HRSb47E_100_110	Basketball_bounce,Speech
HhehEZIktd8_30_40	Violin_fiddle,Speech
CWzVHePgH9I_30_40	Violin_fiddle,Speech
6w7eIIP5QLw_50_60	Speech,Baby_laughter
H3MgKzjQdSA_90_100	Chainsaw,Speech
M4RRSUuUHOo_30_40	Cat,Speech
IqgoovWqPjU_30_40	Acoustic_guitar,Speech
LwPlLndzxkQ_0_10	Speech,Dog
BZ5PTJA7P7k_30_40	Motorcycle,Speech
IkS4NRYVKFw_280_290	Speech,Frying_(food)
GnKm7_yD23M_20_30	Speech,Dog
LOxk2qFV4rE_50_60	Motorcycle,Speech
KpIQUm0fWkE_60_70	Speech,Dog
C4wisOkrsSM_30_40	Helicopter,Speech
3A7e8DBeVdM_30_40	Speech,Car
GGJvRLm_JF4_20_30	Helicopter,Speech
1JjFH1S5x9M_30_40	Speech,Car
BHmyPdd3e9o_30_40	Cello,Speech
BuD3zqP1TbU_60_70	Speech,Dog
7gWVh1NUhRs_310_320	Chainsaw,Speech
Jf_q_tgHgAg_20_30	Chicken_rooster,Speech
4uf6-_-bJpU_130_140	Speech,Clapping
FvRvIowxaXA_30_40	Violin_fiddle,Speech
P1ralSTeajk_220_230	Chainsaw,Speech
E7e9VYlYNtQ_100_110	Speech,Dog
L4PHXlPEwdI_60_70	Basketball_bounce,Speech
BQdmoe6-HV4_30_40	Violin_fiddle,Speech
Owf98ksVwhM_30_40	Speech,Baby_laughter
GPtj7wkNup4_40_50	Singing,Speech
BhoJdYLtTM0_30_40	Acoustic_guitar,Speech
L1dXSCUe7w4_20_30	Speech,Baby_cry_infant_cry
9zFRpgE-dH4_0_10	Motorcycle,Speech
Hk-UpPXPSZA_30_40	Chicken_rooster,Speech
2pSDtgdLqs0_250_260	Banjo,Speech
D5TR76rppSE_1_11	Motorcycle,Speech
3DKCUb1pV28_30_40	Speech,Car
F8dybm8Jtlo_30_40	Violin_fiddle,Speech
KhUPKu1u1_M_140_150	Acoustic_guitar,Speech
JisAf9DgxYY_30_40	Basketball_bounce,Speech
CkD5IhdGU9U_40_50	Speech,Dog
BBPH6tJg83w_510_520	Speech,Dog
Bs6YwhYSOBE_260_270	Basketball_bounce,Speech
9raFyzeyArg_30_40	Cheering,Speech
FImPuvJp6V8_180_190	Basketball_bounce,Speech
IfGvUApoocM_580_590	Helicopter,Speech
KqbWPfGZJWs_60_70	Cat,Speech
6r7xzkWlxKg_570_580	Basketball_bounce,Speech
BgUzsZJMjfo_30_40	Singing,Speech
E5Ys8znCpJs_480_490	Singing,Speech
JsM6SurbXbs_10_20	Speech,Dog
NqGQkAQQWhw_50_60	Speech,Fire_alarm
NmvvgEdV4dw_150_160	Speech,Dog
GtOmaV1dTdw_30_40	Violin_fiddle,Speech
C5DmrdolSV4_440_450	Basketball_bounce,Speech
L0oiLPcXmH0_240_250	Speech,Frying_(food)
AqFLVwpuRJw_20_30	Singing,Speech
LmB8X211YBQ_270_280	Singing,Speech
JpQkJT1gk90_130_140	Speech,Frying_(food)
9dQDxCxXTeI_0_10	Cheering,Speech
DQYc7WHnT-o_1_11	Chicken_rooster,Speech
N0fYr_yAn8I_50_60	Speech,Dog
KFODlENTmUk_120_130	Motorcycle,Speech
HjlBAiWpDLI_240_250	Lawn_mower,Speech
DTsQE6ZXtbY_50_60	Speech,Dog
DAO7i-Rcxw0_20_30	Speech,Dog
AbcltwanC3s_30_40	Violin_fiddle,Speech
FBmyaqHXJfM_10_20	Speech,Dog
GW0VIylBA2g_30_40	Violin_fiddle,Speech
1L2vvz9UFTU_30_40	Speech,Car
DoJsm_JkXqE_0_10	Speech,Fire_alarm
3E9ree77LFA_30_40	Speech,Car
74OUjZZF1cs_110_120	Blender,Speech
EOLcGh_ywKE_30_40	Chicken_rooster,Speech
9mE6cJTX05c_30_40	Cat,Speech
OPTg2l_arTY_30_40	Singing,Speech
HKyHkdL3Oac_30_40	Speech,Baby_cry_infant_cry
F21KtNpEOxU_40_50	Speech,Dog
HzLHEeyZnKI_40_50	Singing,Speech
HuRC4OirsOo_110_120	Speech,Dog
14Jg8a1ypFo_30_40	Speech,Car
DhqBf6gzObY_70_80	Motorcycle,Speech
2u77mzFw-KA_30_40	Speech,Car
H4L6MmOcF2U_60_70	Motorcycle,Speech
2NJkMzlkJ3c_30_40	Speech,Clapping
L5gAhon3a68_290_300	Helicopter,Speech
Ef0OzBGHYYE_230_240	Acoustic_guitar,Speech
DxlCYGMER9k_30_40	Acoustic_guitar,Speech
3Bmikkeaz9k_80_90	Speech,Car
0CGgu6doSis_40_50	Speech,Baby_laughter
GDKujbb8KpA_60_70	Telephone_bell_ringing,Speech
GZnfkEKZD6w_30_40	Speech,Dog
AuT-7TOfC5k_30_40	Violin_fiddle,Speech
H0A_zfub8PM_80_90	Cheering,Speech
LFH7cCFiEXs_450_460	Acoustic_guitar,Speech
JC6VyIc02Kg_150_160	Helicopter,Speech
81lx1EaoVk0_340_350	Basketball_bounce,Speech
5btdpmuP2vs_250_260	Speech,Fire_alarm
IVTOx5M6pI0_380_390	Basketball_bounce,Speech
K2VEwu7vG8k_30_40	Speech,Baby_cry_infant_cry
Fv-27Ukio-c_90_100	Cheering,Speech
AKYcJugndAU_90_100	Speech,Frying_(food)
NIT6-x0itqc_30_40	Violin_fiddle,Speech
GoRc6jGJTRw_40_50	Singing,Speech
IRPGpjrHzfA_110_120	Singing,Speech
OcIRYhaBpRs_0_10	Basketball_bounce,Speech
N7Jw4SvMf18_30_40	Acoustic_guitar,Speech
FGAg5PGzfu8_6_16	Speech,Baby_cry_infant_cry
NOHkaanwKAo_0_10	Singing,Speech
A7IR0KTsTn0_510_520	Acoustic_guitar,Speech
AH6lskPX3sI_10_20	Helicopter,Speech
CM1Ov2fBHwE_350_360	Speech,Fire_alarm
M0mqjS1VDck_20_30	Violin_fiddle,Speech,Accordion
CGZ2E-LY9fQ_100_110	Acoustic_guitar,Speech
CH5XVUh-tY4_30_40	Speech,Dog
NRxuqpdClJQ_230_240	Singing,Speech
2vyVz3PffTE_17_27	Speech,Car
Lgvh2p3n-wU_30_40	Violin_fiddle,Speech
M507VVvos-c_150_160	Basketball_bounce,Speech
E5kWt1PTdMs_280_290	Cello,Speech
CYTrvReZmnc_30_40	Speech,Baby_cry_infant_cry
KsJatGY4a4Q_120_130	Singing,Cheering,Speech
Os8JWZ5SF7E_400_410	Lawn_mower,Speech
MrqPkWLCSRs_50_60	Acoustic_guitar,Speech
FwCf8FYRmbM_30_40	Motorcycle,Speech
Jsg-rXZGZr0_80_90	Cello,Speech
2jxe5YINx5s_240_250	Basketball_bounce,Speech
GWSca4N7ve8_140_150	Motorcycle,Speech
AXncIFA0-Kg_50_60	Cat,Speech
EIDCY4GgagU_80_90	Cheering,Speech
P3rp4YqVGK8_20_30	Speech,Dog
LNynx5eJlLI_40_50	Motorcycle,Speech
H28VuSjNB-g_40_50	Speech,Baby_laughter
